RING NO.,SPECIES,HISTORY,SEX,BILL,HEAD,TARSUS,WING,WEIGHT,DATE,TIME,LOCATION,YEAR
A0508,T. ardesiacus,0,3,17.7,26.2,20.9,67,20,25-Jun,6,Bigay,2007
C1286,R. melanosticta,0,3,20,39.5,29.2,77,32,25-Jun,6,Bigay,2007
HBA43891,P. malaris,0,0,40.2,59.4,,60,6.8,25-Jun,6,Bigay,2007
AA0546,M. longipennis,0,3,14.6,30.2,15.4,59,9.7,25-Jun,6,Bigay,2007
A0509,P. albifrons,0,1,15.9,36.4,20.5,60,21,25-Jun,6,Bigay,2007
A0510,M. cinereiventris,0,5,28.8,35.6,25.2,52,11,25-Jun,6,Bigay,2007
B0180,X. spixii,0,0,27.4,55.9,24.7,104,41,25-Jun,7,Bigay,2007
HBA43892,E. condamini,0,0,28,39.9,8.5,74,12.7,25-Jun,7,Bigay,2007
AA0547,M. oleagineus,0,0,12,26.8,15.3,64,10.4,25-Jun,7,Bigay,2007
A0511,M. cinereiventris,0,0,20.5,37.6,25.9,54,14.9,25-Jun,7,Bigay,2007
HBA43893,P. malaris,0,0,34.4,56.2,,56,6.7,25-Jun,7,Bigay,2007
B0191,P. ruficaudatus,0,0,23,45.4,21.7,86,37,25-Jun,7,Bigay,2007
HBA43894,P. malaris,0,0,41.1,55.7,,59,7.8,25-Jun,9,Bigay,2007
AA0548,M. hauxwelli,0,3,15,31.4,19.8,54,11.3,25-Jun,9,Bigay,2007
AA0549,M. oleagineus,0,5,10.3,25.7,15.9,54,8.3,25-Jun,11,Bigay,2007
AA0550,X. rutilans,0,5,14.2,30.7,15.4,68,13.4,25-Jun,11,Bigay,2007
AA0551,G. spirurus,0,5,13.4,29.8,16.8,65,13.5,25-Jun,11,Bigay,2007
A0512,T. caesius,0,3,17.8,37.7,21.7,66,21,25-Jun,11,Bigay,2007
A0513,T. aedon,0,1,15.3,34,20.6,55,14.4,25-Jun,18,Bigay,2007
A0514,P. albifrons,0,5,13.9,31,21.7,69,,26-Jun,6,Bigay,2007
AA0552,L. coronata,0,4,9.8,27.2,15.3,58,10.3,26-Jun,6,Bigay,2007
AA0553,L. coronata,0,4,9.4,27.6,14.4,58,10,26-Jun,6,Bigay,2007
AA0554,L. coronata,0,4,9.2,27.1,15.1,57,,26-Jun,7,Bigay,2007
A0515,R. olivaceous,0,5,22.1,37.4,20.1,72,24,26-Jun,7,Bigay,2007
HBA43895,P. malaris,0,0,44.3,55.4,,57,6.8,26-Jun,7,Bigay,2007
C1287,G. montana,0,3,22.5,43.4,32,143,129,26-Jun,8,Bigay,2007
A0516,P. erythrocephala,0,1,9.6,24.4,14.4,53,8.7,26-Jun,8,Bigay,2007
HBA43896,P. bourcieri,0,5,33,50.1,,51,4.3,26-Jun,9,Bigay,2007
AA0555,G. spirurus,0,0,13.5,30,17.7,71,15.1,26-Jun,10,Bigay,2007
A0517,H. poecilinota,0,4,16.8,37.6,20.7,64,,26-Jun,10,Bigay,2007
AA0556,G. spirurus,0,0,15.1,30.5,19.6,74,15,26-Jun,10,Bigay,2007
HBA43897,E. condamini,0,0,27.5,38.4,,69,10.8,26-Jun,10,Bigay,2007
AA0557,G. spirurus,0,0,13.9,27.8,17.8,65,14.7,26-Jun,11,Bigay,2007
HBA43898,E. condamini,0,0,31.4,42.6,,78,13.3,27-Jun,6,Bigay,2007
A0518,H. naevia,0,3,14.9,34.2,20.5,62,14.5,27-Jun,6,Bigay,2007
A0519,M. marginatus,0,5,17.4,44,43.5,75,43,27-Jun,6,Bigay,2007
AA0558,X. minutus,0,0,14.1,29.4,15.9,57,11.2,27-Jun,6,Bigay,2007
HBA43899,P. malaris,0,0,43.4,53.1,,59,6.7,27-Jun,7,Bigay,2007
HBA43900,T. niger,0,0,34.7,48,,54,,27-Jun,7,Bigay,2007
A0520,H. naevia,0,3,17,33.3,21,60,13.3,27-Jun,7,Bigay,2007
AA0559,L. coronata,0,4,14,24.8,15.2,55,10.8,27-Jun,8,Bigay,2007
AA0560,P. erythrocephala,0,4,12.2,29.9,14.9,60,14.4,27-Jun,9,Bigay,2007
C1288,M. melanoceps,0,4,25.1,47.4,34,90,45,27-Jun,9,Bigay,2007
HBA43901,P. malaris,0,0,46.9,56.7,,56,7.5,27-Jun,10,Bigay,2007
HBA43902,E. condamini,0,0,27,42.1,,74,13.7,27-Jun,10,Bigay,2007
AA0561,L. coronata,0,4,11.8,26.8,15.3,58,10,27-Jun,10,Bigay,2007
HBA43903,P. malaris,0,0,42.3,54.7,,63,6.1,27-Jun,10,Bigay,2007
AA0562,G. spirurus,0,0,12,28.5,16.6,67,11.5,27-Jun,11,Bigay,2007
HBA43904,P. bourcieri,0,0,29.7,43.9,,54,7.3,27-Jun,11,Bigay,2007
A0521,P. erythrocephala,0,4,10.7,28.3,15,63,13.8,27-Jun,11,Bigay,2007
AA0563,M. oleagineus,0,0,12.9,27.7,16,63,11.3,27-Jun,11,Bigay,2007
HBA43905,P. bourcieri,0,5,33.9,46.7,,53,4.4,27-Jun,11,Bigay,2007
C1289,M. melanoceps,0,3,23.8,46.5,35.7,81,49,28-Jun,6,Bigay,2007
A0522,M. marginatus,0,5,19.2,38.8,21.6,59,18,28-Jun,6,Bigay,2007
AA0564,G. spirurus,0,0,14.9,30.6,18.9,68,16,28-Jun,7,Bigay,2007
AA0565,G. spirurus,0,0,12,28.6,15.9,63,13,28-Jun,7,Bigay,2007
A0523,M. marginatus,0,5,21.9,38.4,26.5,63,16,28-Jun,7,Bigay,2007
AA0566,L. coronata,0,3,9.7,25.5,14.3,59,8.3,28-Jun,7,Bigay,2007
A0524,P. albifrons,0,1,18.4,34.7,22.8,68,20.2,28-Jun,7,Bigay,2007
C1290,M. fortis,0,4,21.9,44.6,32.9,82,46.5,28-Jun,7,Bigay,2007
A0525,P. erythrocephala,0,4,16,28.5,16.8,61,13.2,28-Jun,8,Bigay,2007
AA0567,M. erythrura,0,4,14.9,29.4,16.9,51,10.6,28-Jun,8,Bigay,2007
AA0568,M. hauxwelli,0,3,11.9,30.7,20,56,11.6,28-Jun,8,Bigay,2007
A0526,P. albifrons,0,5,18.7,35,22,69,19,28-Jun,8,Bigay,2007
AA0569,L. coronata,0,3,9.6,25.6,15.2,62,9,28-Jun,8,Bigay,2007
HBA43906,E. condamini,0,5,30.4,38,,69,12.2,29-Jun,6,Bigay,2007
HBA43888,P. bourcieri,1,,,,,,4.3,29-Jun,7,Bigay,2007
C1291,P. erythroptera,0,4,22.2,43.9,33.8,93,50.5,29-Jun,7,Bigay,2007
C1285,P. erythroptera,1,4,,,,,49.5,29-Jun,7,Bigay,2007
HBA43907,P. malaris,0,5,41.8,56.9,,57,6.9,29-Jun,9,Bigay,2007
B0182,N. brunnea,0,5,24.7,46.2,15.4,67,20.6,30-Jun,6,Bigay,2007
A0527,P. albifrons,0,5,17.7,35.2,22.9,68,20,30-Jun,6,Bigay,2007
A0528,P. erythrocephala,0,4,12.6,29.5,14.1,62,13.2,30-Jun,7,Bigay,2007
B0183,A. melanopezus,0,5,20.2,44.1,17.6,85,34,30-Jun,7,Bigay,2007
A0529,M. myotherinus,0,4,18.1,36.7,26.1,62,19.5,30-Jun,7,Bigay,2007
A0530,T. ardesiacus,0,4,14.3,37.4,16.1,71,19,30-Jun,7,Bigay,2007
A0531,M. myotherinus,0,3,15.1,36.2,25.2,64,,30-Jun,7,Bigay,2007
A0532,P. erythrocephala,0,4,10.9,27.8,15.2,63,12.7,30-Jun,7,Bigay,2007
A0533,P. erythrocephala,0,3,11.6,28,15.2,64,13,30-Jun,8,Bigay,2007
B0184,D. fuliginosa,0,5,32.1,56.4,25.8,107,46,30-Jun,8,Bigay,2007
HBA43907,P. malaris,1,5,,,,,6.3,30-Jun,8,Bigay,2007
HBA43908,E. condamini,0,5,33.9,40.2,,69,11.3,30-Jun,8,Bigay,2007
AA0570,L. coronata,0,4,12.3,26.1,12.3,55,9.5,30-Jun,8,Bigay,2007
A0534,P. erythrocephala,0,4,9.4,29.7,14.5,53,13.9,30-Jun,8,Bigay,2007
AA0571,L. coronata,0,4,8.5,25.2,12.9,59,8.7,30-Jun,8,Bigay,2007
A0535,E. xanthogaster,0,4,10.6,26.6,15.7,59,13.7,30-Jun,9,Bigay,2007
A0536,P. erythrocephala,0,4,12.1,27.7,15,63,13.2,30-Jun,9,Bigay,2007
HBA43909,T. niger,0,0,32.9,47.3,,55,6.3,30-Jun,9,Bigay,2007
B0185,D. fuliginosa,0,5,27.6,50.4,23,98,36,30-Jun,9,Bigay,2007
HBA43910,P. bourcieri,0,0,34,46.9,,55,4.8,30-Jun,9,Bigay,2007
A0537,B. fulvicauda,0,5,15.8,33.4,22.3,64,14.4,30-Jun,11,Bigay,2007
A0538,P. albifrons,0,5,17.9,34.4,18.3,67,23,04-Jul,6,Sacha Huasi,2007
HBA43911,E. condamini,0,5,29.7,40.7,,79,12.9,04-Jul,6,Sacha Huasi,2007
B0186,P. ruficaudatus,0,5,22.5,45.4,24.3,95,37,04-Jul,6,Sacha Huasi,2007
C1292,G. montana,0,3,20.6,43,23.7,138,114,04-Jul,6,Sacha Huasi,2007
HBA43912,C. americana,0,3,45.4,68.2,8.6,76,29.6,04-Jul,7,Sacha Huasi,2007
A0458,C. pareola,1,4,12,32.1,18.7,70,19.7,04-Jul,7,Sacha Huasi,2007
B0090,H. subulatus,1,5,25,46.5,20.3,84,30,04-Jul,7,Sacha Huasi,2007
AA0572,G. spirurus,0,5,13.3,28.5,14.2,61,13,04-Jul,7,Sacha Huasi,2007
HBA43913,P. bourcieri,0,0,33.5,45.6,,58,4.7,04-Jul,7,Sacha Huasi,2007
A0539,P. erythrocephala,0,4,11.1,28.4,13.5,59,12.4,04-Jul,7,Sacha Huasi,2007
AA0304,L. coronata,1,3,8.3,24.5,14.8,60,8.3,04-Jul,9,Sacha Huasi,2007
HBA43914,P. malaris,0,0,45.8,56.6,,61,6.3,04-Jul,8,Sacha Huasi,2007
A0272,T. ardesiacus,1,3,19.6,38.9,17.7,69,20,04-Jul,9,Sacha Huasi,2007
A0540,E. xanthogaster,0,3,9.3,27.5,16,64,16,04-Jul,9,Sacha Huasi,2007
B0187,C. cyanoides,0,3,16.4,37.3,19.1,78,25.2,04-Jul,9,Sacha Huasi,2007
A0370,P. erythrocephala,1,4,9.5,29.9,15.5,64,14.4,04-Jul,9,Sacha Huasi,2007
AA0297,L. coronata,1,4,8.4,26.6,13.5,57,10.1,04-Jul,10,Sacha Huasi,2007
AA0517,G. spirurus,1,5,13.4,30.6,15.4,68,14,04-Jul,10,Sacha Huasi,2007
AA0573,M. barbatus,0,5,15,28.9,16.8,67,12.7,04-Jul,10,Sacha Huasi,2007
B0188,A. melanopezus,0,5,23,45.7,22,85,33.5,04-Jul,11,Sacha Huasi,2007
HBA43915,P. malaris,0,5,43.5,54.6,,59,6.3,04-Jul,11,Sacha Huasi,2007
A0541,M. myotherinus,0,4,17.4,36.6,24.8,65,21.7,05-Jul,6,Sacha Huasi,2007
B0189,G. leucaspis,0,3,19.5,38.2,24.7,74,26.5,05-Jul,7,Sacha Huasi,2007
HBA43916,P. bourcieri,0,5,36.4,46.1,,55,4.7,05-Jul,7,Sacha Huasi,2007
AA0574,M. axillaris,0,3,15.1,29.4,15.6,53,8.6,05-Jul,7,Sacha Huasi,2007
HBA43917,P. bourcieri,0,5,35.8,47.7,,56,4.5,05-Jul,7,Sacha Huasi,2007
HBA43836,P. bourcieri,1,5,33.1,45.2,,57,4.6,05-Jul,7,Sacha Huasi,2007
B0190,X. ocellatus,0,5,38.3,62.4,21.3,107,39,05-Jul,7,Sacha Huasi,2007
AA0575,G. spirurus,0,0,13.6,28.6,15.9,63,12.5,05-Jul,7,Sacha Huasi,2007
B0191,H. rubica,0,3,18.3,38.9,23.1,94,34.2,05-Jul,7,Sacha Huasi,2007
A0542,M. myotherinus,0,3,17.9,38.1,25.3,69,21.3,05-Jul,7,Sacha Huasi,2007
A0543,S. leucostigma,0,4,18.6,41.9,25.1,70,26,05-Jul,7,Sacha Huasi,2007
AA0576,G. spirurus,0,5,13,29.7,16.1,72,14.5,05-Jul,7,Sacha Huasi,2007
A0544,S. leucostigma,0,4,21.4,42.6,27.9,69,,05-Jul,7,Sacha Huasi,2007
A0545,P. erythrocephala,0,4,12.9,29.6,15.5,62,13.6,05-Jul,8,Sacha Huasi,2007
HBA43918,G. hirsuta,0,3,35.5,47.2,,66,7.5,05-Jul,8,Sacha Huasi,2007
HBA43912,C. americana,1,,,,,,29.5,05-Jul,8,Sacha Huasi,2007
AA0577,M. regulus,0,4,9.6,25.6,13.9,51,10.6,05-Jul,9,Sacha Huasi,2007
B0192,A. strigilatus,0,5,22.7,47.4,21.6,98,41,05-Jul,9,Sacha Huasi,2007
B0193,D. fuliginosa,0,5,31.8,53.7,27,112,43,05-Jul,9,Sacha Huasi,2007
B0194,A. strigilatus,0,5,21.5,45.7,23.1,99,36,05-Jul,9,Sacha Huasi,2007
HBA43920,T. furcata,0,3,23.5,36.6,,57,5.2,05-Jul,9,Sacha Huasi,2007
HBA43919,P. bourcieri,0,5,35.1,46.5,,56,4.5,05-Jul,9,Sacha Huasi,2007
AA0578,G. spirurus,0,5,12.9,30.4,13,69,13.5,05-Jul,9,Sacha Huasi,2007
C1293,G. montana,0,4,19,40.5,27.5,132,106,05-Jul,9,Sacha Huasi,2007
AA0364,M. axillaris,1,4,17.4,31.3,16.3,53,9.7,05-Jul,9,Sacha Huasi,2007
AA0579,M. olivaceus,0,0,13.9,31.1,14.9,61,13.5,05-Jul,9,Sacha Huasi,2007
HBA43921,G. hirsuta,0,2,34.6,47.4,,61,7.5,05-Jul,9,Sacha Huasi,2007
B0165,X. ocellatus,1,0,34.8,56.6,23.2,100,39,05-Jul,9,Sacha Huasi,2007
C1294,T. albicollis,0,1,19.7,41,29.5,100,41,05-Jul,9,Sacha Huasi,2007
AA0580,M. barbatus,0,0,12.7,28.5,16.4,61,10.9,05-Jul,10,Sacha Huasi,2007
A0546,E. xanthogaster,0,3,10.3,26.5,15.5,64,12.9,05-Jul,11,Sacha Huasi,2007
D0015,L. rufaxilla,0,5,20.2,45.3,31.1,140,148,05-Jul,11,Sacha Huasi,2007
B0195,T. surinamus,0,3,15.4,32.5,18.1,83,20.5,05-Jul,11,Sacha Huasi,2007
B0196,T. surinamus,0,4,15.6,33.4,19.4,76,19,05-Jul,11,Sacha Huasi,2007
B0197,P. erythrocercus,0,5,20.5,43,21.2,91,35.8,06-Jul,6,Sacha Huasi,2007
AA0569,G. spirurus,1,5,,,,,,06-Jul,6,Sacha Huasi,2007
A0547,P. erythrocephala,0,4,10.4,26.9,15,61,12.3,06-Jul,6,Sacha Huasi,2007
HBA43922,T. furcata,0,3,22.5,35.6,,54,4.7,06-Jul,6,Sacha Huasi,2007
HBA43923,H. aurescens,0,4,25.7,38.8,,58,5.2,06-Jul,6,Sacha Huasi,2007
A0548,C. pareola,0,4,8.7,30.1,20,70,18,06-Jul,6,Sacha Huasi,2007
C1295,M. fusca,0,5,27,57.3,19.4,90,35.5,06-Jul,6,Sacha Huasi,2007
AA0581,L. coronata,0,3,10.4,24.3,14,59,8.5,06-Jul,6,Sacha Huasi,2007
AA0497,L. coronata,1,3,10.1,25.2,14.2,58,8.6,06-Jul,6,Sacha Huasi,2007
B0198,D. fuliginosa,0,5,29.7,52.7,24.2,116,44.5,06-Jul,7,Sacha Huasi,2007
AA0229,L. coronata,1,3,9.6,24.9,14.1,58,7.2,06-Jul,7,Sacha Huasi,2007
B0199,S. caudacutus,0,5,25.1,45.5,24.2,88,39,06-Jul,7,Sacha Huasi,2007
AA0582,L. coronata,0,6,10.2,24.9,15.4,58,85,06-Jul,7,Sacha Huasi,2007
HBA43834,P. malaris,1,5,48.2,58.6,,63,7,06-Jul,7,Sacha Huasi,2007
A0549,M. myotherinus,0,3,15.8,35.7,24.3,64,20.5,06-Jul,7,Sacha Huasi,2007
A0550,C. pareola,0,4,10.5,31.3,19.2,72,18,06-Jul,7,Sacha Huasi,2007
AA0583,L. coronata,0,4,10.3,26.3,14.1,59,9.8,06-Jul,7,Sacha Huasi,2007
AA0584,L. coronata,0,4,10.6,26.5,14.8,57,9.4,06-Jul,11,Sacha Huasi,2007
AA0248,L. coronata,1,3,10.3,25.8,15.1,61,8.8,06-Jul,11,Sacha Huasi,2007
B0200,C. aurita,0,3,16.2,35.9,28.3,67,24,07-Jul,6,Sacha Huasi,2007
A0551,T. ardesiacus,0,4,14.4,36.2,18.8,75,19,07-Jul,6,Sacha Huasi,2007
B0201,C. arada,0,5,21.4,41.1,24.3,69,27.4,07-Jul,6,Sacha Huasi,2007
A0583,P. albifrons,1,5,,,,,20,07-Jul,6,Sacha Huasi,2007
B0199,S. caudacutus,1,5,,,,,38.6,07-Jul,6,Sacha Huasi,2007
A0275,P. albifrons,1,5,18.4,34.6,21.1,68,20,07-Jul,6,Sacha Huasi,2007
B0202,F. colma,0,5,18.1,43.8,31.7,85,46,07-Jul,6,Sacha Huasi,2007
A0552,T. ardesiacus,0,4,18.8,36.3,17,69,17.5,07-Jul,6,Sacha Huasi,2007
A0553,H. poecilinota,0,4,18.6,37.1,20.8,51,17,07-Jul,6,Sacha Huasi,2007
B0136,P. ruficaudatus,1,5,19,44.5,25.2,92,40,07-Jul,7,Sacha Huasi,2007
AA0297,L. coronata,1,4,10.5,26.3,13.5,58,9.7,07-Jul,8,Sacha Huasi,2007
B0133,S. caudacutus,1,5,25.4,45.6,23.8,96,36,07-Jul,8,Sacha Huasi,2007
AA0585,G. spirurus,0,5,13.6,30.4,17.1,73,,07-Jul,9,Sacha Huasi,2007
HBA43924,P. bourcieri,0,5,34.7,48.6,,56,4.5,07-Jul,9,Sacha Huasi,2007
HBA43925,P. bourcieri,0,5,26,37.6,,55,5.2,07-Jul,9,Sacha Huasi,2007
HBA43926,P. bourcieri,0,5,32.2,45.7,,53,4.7,07-Jul,9,Sacha Huasi,2007
B0203,G. leucaspis,0,3,18.2,38,24.8,72,24.5,07-Jul,9,Sacha Huasi,2007
B0204,G. leucaspis,0,1,19.1,28.1,26,72,27,07-Jul,9,Sacha Huasi,2007
AA0586,P. erythrocephala,0,4,11.3,27.6,13.9,59,11.6,07-Jul,10,Sacha Huasi,2007
A0554,H. naevia,0,3,16,34.2,18.2,59,14,07-Jul,10,Sacha Huasi,2007
HBA43836,P. bourcieri,1,5,34.4,44.6,,57,4.5,07-Jul,10,Sacha Huasi,2007
AA0587,M. longipennis,0,3,13,29.4,15.9,57,9.2,07-Jul,10,Sacha Huasi,2007
AA0588,G. spirurus,0,5,12.3,28.8,16.4,65,14,07-Jul,10,Sacha Huasi,2007
A0555,T. caesius,0,3,19.5,36.2,17.8,73,17,07-Jul,10,Sacha Huasi,2007
B0205,H. rubica,0,4,16.7,37,26.1,89,29.5,07-Jul,10,Sacha Huasi,2007
A0556,C. holochlora,0,5,12,29.6,15.7,71,15.3,07-Jul,11,Sacha Huasi,2007
A0557,H. poecilinota,0,3,18.6,35.8,20.9,66,17,09-Jul,6,Sacha Huasi,2007
A0380,H. poecilinota,1,4,16.8,36.1,25.9,66,19,09-Jul,6,Sacha Huasi,2007
AA0589,G. spirurus,0,5,11.9,29.8,17.2,67,12.5,09-Jul,6,Sacha Huasi,2007
A0558,H. poecilinota,0,3,18.2,35.6,23.6,66,18.2,09-Jul,7,Sacha Huasi,2007
AA0590,M. regulus,0,4,9.6,26,14,49,10.4,09-Jul,7,Sacha Huasi,2007
AA0591,M. regulus,0,4,8.2,26.1,14.6,51,10.5,09-Jul,7,Sacha Huasi,2007
A0559,E. xanthogaster,0,3,9,26.2,17,62,13.1,09-Jul,7,Sacha Huasi,2007
A0560,P. erythrocephala,0,6,11.5,27.6,15.3,62,11.9,09-Jul,7,Sacha Huasi,2007
C1296,T. albicollis,0,5,17.2,45,27.8,100,47,09-Jul,7,Sacha Huasi,2007
HBA43927,P. malaris,0,5,47.4,57.4,,67,7.4,09-Jul,7,Sacha Huasi,2007
AA0592,M. regulus,0,3,9.3,26.5,14.5,53,10.7,09-Jul,7,Sacha Huasi,2007
A0561,T. ardesiacus,0,4,18.2,35.6,16.8,64,15.5,09-Jul,7,Sacha Huasi,2007
AA0593,M. regulus,0,2,11.2,26.1,15.5,55,10.6,09-Jul,7,Sacha Huasi,2007
AA0594,M. regulus,0,3,10,25.8,13.6,53,10.8,09-Jul,7,Sacha Huasi,2007
AA0595,M. regulus,0,3,10.2,20.4,14.5,53,11.9,09-Jul,7,Sacha Huasi,2007
AA0596,M. regulus,0,2,10.6,20.7,14.5,53,10,09-Jul,7,Sacha Huasi,2007
AA0597,G. spirurus,0,5,13.5,30.5,16.9,64,14,09-Jul,7,Sacha Huasi,2007
A0562,H. poecilinota,0,4,17.8,37.2,23.6,68,19.5,09-Jul,7,Sacha Huasi,2007
B0206,T. surinamus,0,4,13.1,34.1,18,80,18,09-Jul,7,Sacha Huasi,2007
AA0598,G. spirurus,0,5,12.5,28.6,17.1,65,13,09-Jul,8,Sacha Huasi,2007
B0202,F. colma,1,5,,,,,45,09-Jul,8,Sacha Huasi,2007
AA0501,L. coronata,1,3,10.7,25.3,14.2,60.5,9,09-Jul,8,Sacha Huasi,2007
HBA43924,P. bourcieri,1,5,,,,,4.5,09-Jul,8,Sacha Huasi,2007
HBA432928,E. condamini,0,5,30.6,41.2,,78,13.5,09-Jul,8,Sacha Huasi,2007
A0563,T. schistaceus,0,3,18.9,39.4,18.6,64,19.8,09-Jul,8,Sacha Huasi,2007
A0564,T. schistaceus,0,4,15.8,39,18.7,65,19.5,09-Jul,8,Sacha Huasi,2007
AA0599,G. spirurus,0,5,12.9,29.6,16.2,68,13.8,09-Jul,8,Sacha Huasi,2007
B0064,C. cyanoides,1,3,16.8,36.8,18.2,80,26.3,09-Jul,8,Sacha Huasi,2007
AA0999,G. spirurus,1,5,13.9,30.4,14.3,74,14.1,12-Jul,6,Paushi,2007
A0024,M. marginatus,1,5,24.1,42.9,26.3,70,21.5,12-Jul,6,Paushi,2007
A0565,M. marginatus,0,1,23.3,42.7,24.8,68,21.4,12-Jul,6,Paushi,2007
A0566,P. erythrocephala,0,4,12.7,28.9,14.6,62,12.8,12-Jul,8,Paushi,2007
HBA43929,P. bourcieri,0,5,34.2,46.7,,53,4.7,12-Jul,9,Paushi,2007
HBA43930,P. bourcieri,0,5,34,45.4,,52,4.3,12-Jul,9,Paushi,2007
AA0600,H. ochraceiceps,0,5,16.4,31.1,14.5,55,11.8,12-Jul,11,Paushi,2007
A0567,M. manacus,0,3,12.8,30.4,21.6,54,19.3,12-Jul,11,Paushi,2007
A0568,M. manacus,0,4,14,31.6,21.6,57,18,13-Jul,6,Paushi,2007
AA0601,G. spirurus,0,5,14.5,29.5,17.5,66,13.5,13-Jul,6,Paushi,2007
AA0602,M. hauxwelli,0,3,14.8,31,19.1,53,10.2,13-Jul,6,Paushi,2007
AA0603,L. coronata,0,4,11.8,26.8,12.8,58,9.9,13-Jul,6,Paushi,2007
A0567,M. manacus,1,3,,,,,19,13-Jul,7,Paushi,2007
AA0604,L. coronata,0,4,11.2,26.7,14.6,59,9.9,13-Jul,7,Paushi,2007
AA0605,M. oleagineus,0,5,13.1,27.9,13,57,10,13-Jul,7,Paushi,2007
HBA34183,P. bourcieri,1,5,34.9,48.4,,67,4.7,13-Jul,7,Paushi,2007
A0569,M. manacus,0,4,12.2,30.1,21.5,55,17.5,13-Jul,7,Paushi,2007
A0570,H. poecilinota,0,4,17.9,36.9,22.6,65,21,13-Jul,8,Paushi,2007
A0388,P. erythrocephala,1,3,11,28.2,14.4,62,12.1,13-Jul,8,Paushi,2007
AA0606,L. coronata,0,2,10.4,24.9,13,62,9.8,13-Jul,9,Paushi,2007
AA0607,M. hauxwelli,0,4,13.8,31.3,21.8,52,12,13-Jul,9,Paushi,2007
AA0608,G. spirurus,0,5,12.7,29.6,16.1,70,13.4,13-Jul,9,Paushi,2007
HBA43929,P. bourcieri,1,5,,,,,4.9,13-Jul,10,Paushi,2007
HBA43932,E. condamini,0,5,29.9,35.8,,76,14,13-Jul,10,Paushi,2007
AA0609,G. spirurus,0,5,13.9,29.6,16.2,69,13.4,14-Jul,8,Paushi,2007
AA0610,M. regulus,0,2,11.1,24.6,11.2,51,10.4,14-Jul,8,Paushi,2007
HBA43931,P. malaris,0,1,40.4,55.1,,60,7.4,14-Jul,8,Paushi,2007
AA0611,G. spirurus,0,5,12.2,28.2,15.5,65,12.5,14-Jul,10,Paushi,2007
HBA43933,T. furcata,0,4,19,35.5,,53,4.7,14-Jul,10,Paushi,2007
HBA43934,T. niger,0,0,33.1,46.7,,53,6.3,14-Jul,10,Paushi,2007
B0207,S. rufigularis,0,5,19.5,39.9,21.3,79,23,14-Jul,10,Paushi,2007
B0208,S. rufigularis,0,5,18.6,37.5,21.2,78,21.2,14-Jul,10,Paushi,2007
A0571,P. erythrocephala,0,3,11.7,27.3,14.5,60,12.4,14-Jul,11,Paushi,2007
HBA43935,P. malaris,0,5,45,56,,60,7.2,14-Jul,11,Paushi,2007
A0572,H. leucostica,0,5,19.3,37,22.7,62,,16-Jul,6,Paushi,2007
A0573,T. ardesiacus,0,3,19.6,36.2,18.5,71,17.5,16-Jul,6,Paushi,2007
AA0612,G. spirurus,0,5,12.9,30.3,16.7,72,14.3,16-Jul,6,Paushi,2007
A0574,H. poecilinota,0,4,18.2,35.9,24,68,18.4,16-Jul,6,Paushi,2007
A0575,P. albifrons,0,5,19.1,35.9,22.3,70,19.3,16-Jul,6,Paushi,2007
A0576,P. albifrons,0,5,18,35.5,21,69,23.5,16-Jul,6,Paushi,2007
A0577,T. ardesiacus,0,5,18.9,36.9,18.5,69,18.2,16-Jul,6,Paushi,2007
AA0613,L. coronata,0,2,10.7,27.5,14.5,59,10.2,16-Jul,6,Paushi,2007
A0578,M. marginatus,0,5,19.8,39.5,23,60,17.5,16-Jul,6,Paushi,2007
AA0614,M. hauxwelli,0,5,15,31,19,53,11.2,16-Jul,6,Paushi,2007
B0209,S. caudacutus,0,5,23.2,45,21.6,94,36.7,16-Jul,6,Paushi,2007
AA0615,M. regulus,0,4,10.2,25.8,14.4,53,10.6,16-Jul,6,Paushi,2007
A0579,M. manacus,0,4,13.1,30.3,20,56,16.4,16-Jul,8,Paushi,2007
AA0616,M. olivaceus,0,5,15.1,33,17.8,72,14.5,16-Jul,8,Paushi,2007
A0580,H. poecilinota,0,3,14.6,37.3,21.7,68,21,16-Jul,8,Paushi,2007
AA0617,G. spirurus,0,5,12.3,29.9,15.8,65,13.6,16-Jul,8,Paushi,2007
AA0618,M. axillaris,0,4,14.9,30,14.9,50,9.5,16-Jul,8,Paushi,2007
AA0619,M. axillaris,0,4,15,29.3,"16,4",53,8.5,16-Jul,8,Paushi,2007
AA0620,G. spirurus,0,5,13.9,30.6,15.9,73,14.2,16-Jul,8,Paushi,2007
A0581,T. ardesiacus,0,5,19.9,38,18.2,74,23.8,16-Jul,8,Paushi,2007
A0582,H. poecilinota,0,4,18.5,36.4,23.8,68,17.5,16-Jul,8,Paushi,2007
AA0621,L. coronata,0,4,10.2,26.7,14.5,59,10.2,16-Jul,9,Paushi,2007
AA0622,M. regulus,0,4,11,25.6,14.2,52,10,16-Jul,9,Paushi,2007
HBA43936,P. malaris,0,5,44,54.8,,58,5.8,16-Jul,10,Paushi,2007
A4060,H. naevia,1,3,18.1,34.7,20.4,63,13.7,17-Jul,6,Paushi,2007
AA0623,G. spirurus,0,5,14.1,28.9,15.1,6.1,13.5,17-Jul,6,Paushi,2007
A0583,T. ardesiacus,0,3,16.9,37.6,18.5,72,19,17-Jul,6,Paushi,2007
A0584,T. ardesiacus,0,4,18.4,37.4,20.6,71,19.5,17-Jul,6,Paushi,2007
